"site_code","one_week_date","Log10_NoV_norm","nov_3week","Easting","Northing"
"UKENSW_WXW_TP000038",2022-01-03,NA,NA,413049,95051
"UKENSW_WXW_TP000086",2022-01-03,NA,NA,328049,124551
"UKENSW_WXW_TP000100",2022-01-03,NA,NA,331469,156981
"UKENSW_WXW_TP000101",2022-01-03,NA,NA,366380,76721
"UKENTH_TWU_TP000010",2022-01-03,5.693909526,5.35647445833333,478989,214851
"UKENTH_TWU_TP000013",2022-01-03,5.150162887,5.17959288466667,467999,155201
"UKENTH_TWU_TP000014",2022-01-03,NA,NA,545469,181671
"UKENTH_TWU_TP000015",2022-01-03,4.27179876,4.68763809533333,529519,166319
"UKENTH_TWU_TP000021",2022-01-03,NA,NA,513709,201061
"UKENTH_TWU_TP000033",2022-01-03,5.156295505,4.73547729866667,485799,159501
"UKENTH_TWU_TP000050",2022-01-03,NA,NA,528799,140201
"UKENTH_TWU_TP000052",2022-01-03,3.829729018,4.140925937,549086,180831
"UKENTH_TWU_TP000054",2022-01-03,NA,NA,535659,193171
"UKENTH_TWU_TP000073",2022-01-03,5.112510431,5.36558507166667,500299,151601
"UKENTH_TWU_TP000084",2022-01-03,4.218063571,4.48213193633333,518999,168301
"UKENTH_TWU_TP000100",2022-01-03,NA,NA,487709,186961
"UKENTH_TWU_TP000102",2022-01-03,NA,NA,555599,176701
"UKENTH_TWU_TP000103",2022-01-03,NA,NA,512349,217841
"UKENTH_TWU_TP000106",2022-01-03,NA,NA,504199,191941
"UKENTH_TWU_TP000113",2022-01-03,NA,NA,515409,174721
"UKENTH_TWU_TP000116",2022-01-03,5.884998517,5.40741513866667,449859,166721
"UKENTH_TWU_TP000122",2022-01-03,4.564232595,4.429903791,471099,170701
"UKENTH_TWU_TP000125",2022-01-03,NA,NA,551499,181901
"UKENTH_TWU_TP000126",2022-01-03,NA,NA,539251,209766
"UKENTH_TWU_TP000133",2022-01-03,5.258391779,5.54882688433333,494299,179201
"UKENTH_TWU_TP000139",2022-01-03,NA,NA,412709,185801
"UKENTH_TWU_TP000155",2022-01-03,4.076814673,4.75346919466667,503199,157401
"UKENTH_TWU_TP000159",2022-01-03,NA,NA,454389,202231
"UKENAN_AW_TP000016",2022-01-10,3.84208184,3.61568578866667,508487,249332
"UKENAN_AW_TP000023",2022-01-10,5.352689476,4.87481870333333,535699,340996
"UKENAN_AW_TP000037",2022-01-10,3.838015623,4.575669281,493847,268578
"UKENAN_AW_TP000050",2022-01-10,6.077370959,5.88637445133333,547187,261751
"UKENAN_AW_TP000051",2022-01-10,5.868759311,5.369085722,502806,226864
"UKENAN_AW_TP000055",2022-01-10,4.301491864,5.04803379233333,573806,206725
"UKENAN_AW_TP000063",2022-01-10,4.757292417,4.62376554,602226,223615
"UKENAN_AW_TP000069",2022-01-10,3.024636607,3.26477401533333,488411,240500
"UKENAN_AW_TP000082",2022-01-10,4.921528286,5.45339954566667,560459,304206
"UKENAN_AW_TP000107",2022-01-10,3.726779543,4.32005705066667,481616,261993
"UKENAN_AW_TP000115",2022-01-10,5.249146308,5.16006507566667,651859,311135
"UKENAN_AW_TP000116",2022-01-10,4.340625681,4.83719986233333,526212,410959
"UKENAN_AW_TP000144",2022-01-10,4.440888748,4.45208061833333,617466,241968
"UKENAN_AW_TP000148",2022-01-10,6.330146717,5.89771619933333,614064,214273
"UKENAN_AW_TP000154",2022-01-10,5.734189865,5.54830876433333,560275,322372
"UKENAN_AW_TP000161",2022-01-10,NA,NA,499884,370410
"UKENAN_AW_TP000170",2022-01-10,5.185877714,5.458585898,653429,297861
"UKENAN_AW_TP000200",2022-01-10,5.019181188,4.99844564466667,627841,307418
"UKENAN_AW_TP000210",2022-01-10,NA,NA,521980,298342
"UKENAN_AW_TP000293",2022-01-10,4.155994011,4.50407035933333,545869,314163
"UKENAN_AW_TP000303",2022-01-10,4.770060012,5.18281309066667,573699,190651
"UKENAN_AW_TP000307",2022-01-10,4.772987739,4.85416701333333,587999,187601
"UKENAN_AW_TP000308",2022-01-10,4.586040029,4.20054397966667,565353,175767
"UKENMI_ST_TP000018",2022-01-10,4.512497964,5.36667138866667,389999,301651
"UKENMI_ST_TP000036",2022-01-10,5.728211861,5.89919013166667,395499,322271
"UKENMI_ST_TP000056",2022-01-10,4.264422411,4.342692341,426849,325511
"UKENMI_ST_TP000060",2022-01-10,5.057619946,4.82705827066667,370979,301401
"UKENMI_ST_TP000062",2022-01-10,4.264886164,5.10486846933333,419379,291391
"UKENMI_ST_TP000068",2022-01-10,4.417241895,4.86835911433333,433599,273701
"UKENMI_ST_TP000074",2022-01-10,5.369821558,5.35732238666667,439359,334491
"UKENMI_ST_TP000099",2022-01-10,4.723753281,5.069144474,380829,216121
"UKENMI_ST_TP000100",2022-01-10,3.422672744,5.069768424,402189,301921
"UKENMI_ST_TP000120",2022-01-10,5.066388249,5.364239214,382559,273751
"UKENMI_ST_TP000137",2022-01-10,4.02685225,5.154916992,453099,321301
"UKENMI_ST_TP000143",2022-01-10,NA,NA,454829,362421
"UKENMI_ST_TP000156",2022-01-10,NA,NA,416499,292356
"UKENMI_ST_TP000163",2022-01-10,4.745416509,4.54576702133333,464729,342221
"UKENMI_ST_TP000164",2022-01-10,3.722436081,4.57948517566667,433479,295881
"UKENMI_ST_TP000180",2022-01-10,NA,NA,387079,283821
"UKENMI_ST_TP000182",2022-01-10,5.446615127,5.42088383866667,449419,276351
"UKENMI_ST_TP000184",2022-01-10,3.246779095,4.53789820466667,361299,313701
"UKENMI_ST_TP000186",2022-01-10,3.952113833,5.12503665533333,487449,405991
"UKENMI_ST_TP000199",2022-01-10,5.2337795,5.39344873133333,408459,262631
"UKENMI_ST_TP000207",2022-01-10,4.667304857,4.957275651,387819,339051
"UKENMI_ST_TP000208",2022-01-10,5.000474306,4.899404144,378889,204891
"UKENMI_ST_TP000222",2022-01-10,4.124971,4.615517651,459849,311851
"UKENMI_ST_TP000225",2022-01-10,4.34063103,4.87520084,427569,262891
"UKENMI_ST_TP000241",2022-01-10,NA,NA,384619,253411
"UKENMI_ST_TP000256",2022-01-10,5.130128847,4.500581303,389929,224861
"UKENNE_NU_TP000012",2022-01-10,5.316077539,4.306293846,456119,524091
"UKENNE_NU_TP000028",2022-01-10,NA,NA,441059,556121
"UKENNE_NU_TP000030",2022-01-10,5.423789046,5.50297114733333,444099,542631
"UKENNE_NU_TP000031",2022-01-10,5.03591662,5.08085555033333,433599,566401
"UKENNE_NU_TP000039",2022-01-10,NA,NA,462098,522827
"UKENNE_NU_TP000046",2022-01-10,5.24957683,5.364897715,451989,527651
"UKENNE_NU_TP000048",2022-01-10,4.972508375,5.25122215066667,432099,550801
"UKENNE_NU_TP000051",2022-01-10,5.675064481,5.49365194666667,428919,511531
"UKENNE_NU_TP000055",2022-01-10,5.497542092,5.75537464433333,432799,555701
"UKENNE_YW_TP000029",2022-01-10,4.277473194,4.37540717266667,460089,447151
"UKENNE_YW_TP000054",2022-01-10,4.056894132,4.056894132,444556,394415
"UKENNE_YW_TP000057",2022-01-10,5.164125101,5.03931941733333,439589,391567
"UKENNE_YW_TP000063",2022-01-10,4.660709285,5.03566136333333,435069,420411
"UKENNE_YW_TP000082",2022-01-10,NA,NA,418979,438751
"UKENNE_YW_TP000086",2022-01-10,5.552148342,5.552148342,409249,422391
"UKENNE_YW_TP000094",2022-01-10,5.403643122,5.71579657833333,418099,420701
"UKENNE_YW_TP000095",2022-01-10,NA,NA,516284,429068
"UKENNE_YW_TP000096",2022-01-10,4.899136743,4.614395693,408519,441231
"UKENNE_YW_TP000098",2022-01-10,NA,NA,434649,430711
"UKENNE_YW_TP000102",2022-01-10,4.321095751,5.384708513,437799,407001
"UKENNE_YW_TP000107",2022-01-10,NA,NA,426089,419971
"UKENNE_YW_TP000112",2022-01-10,NA,NA,439229,374651
"UKENNE_YW_TP000119",2022-01-10,4.595083069,5.35990856733333,460189,405981
"UKENNE_YW_TP000141",2022-01-10,5.143068137,4.832456418,443369,385781
"UKENNW_UU_TP000012",2022-01-10,NA,NA,321942,468543
"UKENNW_UU_TP000017",2022-01-10,NA,NA,332919,389491
"UKENNW_UU_TP000018",2022-01-10,4.536759153,5.220025699,360469,429411
"UKENNW_UU_TP000019",2022-01-10,4.906550554,5.09580208133333,376549,404691
"UKENNW_UU_TP000023",2022-01-10,NA,NA,334328,385183
"UKENNW_UU_TP000024",2022-01-10,5.818196734,5.89385775066667,382849,435121
"UKENNW_UU_TP000026",2022-01-10,5.60155112,5.27470321233333,380039,407811
"UKENNW_UU_TP000027",2022-01-10,5.407865795,5.12876265033333,338811,556534
"UKENNW_UU_TP000038",2022-01-10,NA,NA,366639,357111
"UKENNW_UU_TP000047",2022-01-10,5.346022465,5.55875112766667,342338,374328
"UKENNW_UU_TP000050",2022-01-10,NA,NA,333099,446501
"UKENNW_UU_TP000067",2022-01-10,4.691845882,5.34361047666667,393789,394841
"UKENNW_UU_TP000068",2022-01-10,NA,NA,375619,433371
"UKENNW_UU_TP000076",2022-01-10,4.631499944,5.392531982,345699,458711
"UKENNW_UU_TP000078",2022-01-10,4.274636764,4.40120858066667,365809,399001
"UKENNW_UU_TP000084",2022-01-10,4.795180299,5.64117199533333,389609,378201
"UKENNW_UU_TP000095",2022-01-10,5.171593572,5.48340469233333,324149,390251
"UKENNW_UU_TP000102",2022-01-10,4.397402911,4.879165052,345709,427931
"UKENNW_UU_TP000103",2022-01-10,5.162535278,4.698621958,388287,412525
"UKENNW_UU_TP000110",2022-01-10,NA,NA,333486,392845
"UKENNW_UU_TP000115",2022-01-10,4.421541697,4.7835157255,353579,395921
"UKENNW_UU_TP000116",2022-01-10,NA,NA,386519,389821
"UKENNW_UU_TP000124",2022-01-10,2.933119999,3.630585031,358039,386891
"UKENNW_UU_TP000133",2022-01-10,4.237977695,4.147650023,348172,411615
"UKENSO_SW_TP000001",2022-01-10,NA,NA,438718,112480
"UKENSO_SW_TP000004",2022-01-10,3.499478946,4.51353343833333,470951,105443
"UKENSO_SW_TP000008",2022-01-10,3.742530069,4.45268019333333,456846,103242
"UKENSO_SW_TP000011",2022-01-10,5.50158109,5.08356040533333,438275,111125
"UKENSO_SW_TP000013",2022-01-10,3.6037577,4.35828331233333,446839,117931
"UKENSO_SW_TP000016",2022-01-10,NA,NA,460200,85191
"UKENSO_SW_TP000022",2022-01-10,3.961851096,5.17826775066667,633188,162889
"UKENSO_SW_TP000025",2022-01-10,NA,NA,582959,168491
"UKENSO_SW_TP000026",2022-01-10,4.648627627,5.18711038466667,601950,143308
"UKENSO_SW_TP000028",2022-01-10,3.540097578,4.897364483,628575,139968
"UKENSO_SW_TP000030",2022-01-10,NA,NA,571975,159382
"UKENSO_SW_TP000033",2022-01-10,4.632608915,5.03797073733333,616939,159720
"UKENSO_SW_TP000083",2022-01-10,NA,NA,517007,103642
"UKENSO_SW_TP000090",2022-01-10,6.334722255,5.70839239133333,499695,103145
"UKENSO_SW_TP000091",2022-01-10,NA,NA,576559,109381
"UKENSW_SWS_TP000002",2022-01-10,5.065962965,6.15605039233333,253327,134309
"UKENSW_SWS_TP000016",2022-01-10,NA,NA,242167,127655
"UKENSW_SWS_TP000024",2022-01-10,NA,NA,302457,80397
"UKENSW_SWS_TP000025",2022-01-10,5.957748318,6.12456019533333,182302,32206
"UKENSW_SWS_TP000051",2022-01-10,5.62486606,5.667893395,288249,72051
"UKENSW_SWS_TP000055",2022-01-10,5.800434787,5.61745610566667,206629,52671
"UKENSW_SWS_TP000058",2022-01-10,NA,NA,249776,54024
"UKENSW_SWS_TP000059",2022-01-10,5.557304666,5.67519703266667,252334,56403
"UKENSW_SWS_TP000064",2022-01-10,NA,NA,313655,90455
"UKENSW_SWS_TP000075",2022-01-10,5.323803251,4.850123908,289699,56301
"UKENSW_WXW_TP000004",2022-01-10,4.653304996,4.75163225466667,353294,179291
"UKENSW_WXW_TP000005",2022-01-10,5.490448921,5.40288787366667,369299,168221
"UKENSW_WXW_TP000038",2022-01-10,4.954406383,5.28388117033333,413049,95051
"UKENSW_WXW_TP000086",2022-01-10,5.612551821,5.49242047233333,328049,124551
"UKENSW_WXW_TP000100",2022-01-10,5.272980309,5.376905462,331469,156981
"UKENSW_WXW_TP000101",2022-01-10,4.182167205,4.70075721633333,366380,76721
"UKENTH_TWU_TP000010",2022-01-10,NA,NA,478989,214851
"UKENTH_TWU_TP000013",2022-01-10,5.430036509,5.222691614,467999,155201
"UKENTH_TWU_TP000014",2022-01-10,4.544197123,3.89587103366667,545469,181671
"UKENTH_TWU_TP000015",2022-01-10,NA,NA,529519,166319
"UKENTH_TWU_TP000021",2022-01-10,3.63851122,3.826723415,513709,201061
"UKENTH_TWU_TP000033",2022-01-10,3.728524495,4.35082964433333,485799,159501
"UKENTH_TWU_TP000050",2022-01-10,5.012902681,5.33877572066667,528799,140201
"UKENTH_TWU_TP000052",2022-01-10,NA,NA,549086,180831
"UKENTH_TWU_TP000054",2022-01-10,5.261926693,4.95950131933333,535659,193171
"UKENTH_TWU_TP000073",2022-01-10,5.638787837,5.42718165866667,500299,151601
"UKENTH_TWU_TP000084",2022-01-10,NA,NA,518999,168301
"UKENTH_TWU_TP000100",2022-01-10,5.402613308,5.33223979,487709,186961
"UKENTH_TWU_TP000102",2022-01-10,4.502969411,3.868366987,555599,176701
"UKENTH_TWU_TP000103",2022-01-10,6.138588328,6.29798988666667,512349,217841
"UKENTH_TWU_TP000106",2022-01-10,3.650894579,4.24007413233333,504199,191941
"UKENTH_TWU_TP000113",2022-01-10,4.441716389,4.37077818033333,515409,174721
"UKENTH_TWU_TP000116",2022-01-10,5.727596419,5.31535513966667,449859,166721
"UKENTH_TWU_TP000122",2022-01-10,4.154166118,4.33654658966667,471099,170701
"UKENTH_TWU_TP000125",2022-01-10,5.067303267,4.28114002466667,551499,181901
"UKENTH_TWU_TP000126",2022-01-10,4.856640389,3.88709155066667,539251,209766
"UKENTH_TWU_TP000133",2022-01-10,5.080295497,5.29424253033333,494299,179201
"UKENTH_TWU_TP000139",2022-01-10,5.110472427,5.41851816733333,412709,185801
"UKENTH_TWU_TP000155",2022-01-10,3.402047802,4.193189815,503199,157401
"UKENTH_TWU_TP000159",2022-01-10,4.7003734,4.19653425433333,454389,202231
"UKENAN_AW_TP000016",2022-01-17,NA,NA,508487,249332
"UKENAN_AW_TP000023",2022-01-17,NA,NA,535699,340996
"UKENAN_AW_TP000037",2022-01-17,NA,NA,493847,268578
"UKENAN_AW_TP000050",2022-01-17,NA,NA,547187,261751
"UKENAN_AW_TP000051",2022-01-17,NA,NA,502806,226864
"UKENAN_AW_TP000055",2022-01-17,NA,NA,573806,206725
"UKENAN_AW_TP000063",2022-01-17,NA,NA,602226,223615
"UKENAN_AW_TP000069",2022-01-17,NA,NA,488411,240500
"UKENAN_AW_TP000082",2022-01-17,NA,NA,560459,304206
"UKENAN_AW_TP000107",2022-01-17,NA,NA,481616,261993
"UKENAN_AW_TP000115",2022-01-17,NA,NA,651859,311135
"UKENAN_AW_TP000116",2022-01-17,NA,NA,526212,410959
"UKENAN_AW_TP000144",2022-01-17,NA,NA,617466,241968
"UKENAN_AW_TP000148",2022-01-17,NA,NA,614064,214273
"UKENAN_AW_TP000154",2022-01-17,NA,NA,560275,322372
"UKENAN_AW_TP000161",2022-01-17,NA,NA,499884,370410
"UKENAN_AW_TP000170",2022-01-17,NA,NA,653429,297861
"UKENAN_AW_TP000200",2022-01-17,NA,NA,627841,307418
"UKENAN_AW_TP000210",2022-01-17,NA,NA,521980,298342
"UKENAN_AW_TP000293",2022-01-17,NA,NA,545869,314163
"UKENAN_AW_TP000303",2022-01-17,NA,NA,573699,190651
"UKENAN_AW_TP000307",2022-01-17,NA,NA,587999,187601
"UKENAN_AW_TP000308",2022-01-17,NA,NA,565353,175767
"UKENMI_ST_TP000018",2022-01-17,NA,NA,389999,301651
"UKENMI_ST_TP000036",2022-01-17,NA,NA,395499,322271
"UKENMI_ST_TP000056",2022-01-17,NA,NA,426849,325511
"UKENMI_ST_TP000060",2022-01-17,NA,NA,370979,301401
"UKENMI_ST_TP000062",2022-01-17,NA,NA,419379,291391
"UKENMI_ST_TP000068",2022-01-17,NA,NA,433599,273701
"UKENMI_ST_TP000074",2022-01-17,NA,NA,439359,334491
"UKENMI_ST_TP000099",2022-01-17,NA,NA,380829,216121
"UKENMI_ST_TP000100",2022-01-17,NA,NA,402189,301921
"UKENMI_ST_TP000120",2022-01-17,NA,NA,382559,273751
"UKENMI_ST_TP000137",2022-01-17,NA,NA,453099,321301
"UKENMI_ST_TP000143",2022-01-17,NA,NA,454829,362421
"UKENMI_ST_TP000156",2022-01-17,4.068205362,3.78617537666667,416499,292356
"UKENMI_ST_TP000163",2022-01-17,NA,NA,464729,342221
"UKENMI_ST_TP000164",2022-01-17,NA,NA,433479,295881
"UKENMI_ST_TP000180",2022-01-17,3.935088254,4.61762288866667,387079,283821
"UKENMI_ST_TP000182",2022-01-17,NA,NA,449419,276351
"UKENMI_ST_TP000184",2022-01-17,NA,NA,361299,313701
"UKENMI_ST_TP000186",2022-01-17,NA,NA,487449,405991
"UKENMI_ST_TP000199",2022-01-17,NA,NA,408459,262631
"UKENMI_ST_TP000207",2022-01-17,NA,NA,387819,339051
"UKENMI_ST_TP000208",2022-01-17,NA,NA,378889,204891
"UKENMI_ST_TP000222",2022-01-17,NA,NA,459849,311851
"UKENMI_ST_TP000225",2022-01-17,NA,NA,427569,262891
"UKENMI_ST_TP000241",2022-01-17,4.196230515,5.112012728,384619,253411
"UKENMI_ST_TP000256",2022-01-17,NA,NA,389929,224861
"UKENNE_NU_TP000012",2022-01-17,NA,NA,456119,524091
"UKENNE_NU_TP000028",2022-01-17,5.090647459,5.156897519,441059,556121
"UKENNE_NU_TP000030",2022-01-17,NA,NA,444099,542631
"UKENNE_NU_TP000031",2022-01-17,NA,NA,433599,566401
"UKENNE_NU_TP000039",2022-01-17,5.113797697,5.23931291866667,462098,522827
"UKENNE_NU_TP000046",2022-01-17,NA,NA,451989,527651
"UKENNE_NU_TP000048",2022-01-17,NA,NA,432099,550801
"UKENNE_NU_TP000051",2022-01-17,NA,NA,428919,511531
"UKENNE_NU_TP000055",2022-01-17,NA,NA,432799,555701
"UKENNE_YW_TP000029",2022-01-17,NA,NA,460089,447151
"UKENNE_YW_TP000054",2022-01-17,NA,NA,444556,394415
"UKENNE_YW_TP000057",2022-01-17,NA,NA,439589,391567
"UKENNE_YW_TP000063",2022-01-17,NA,NA,435069,420411
"UKENNE_YW_TP000082",2022-01-17,2.794091433,3.839695095,418979,438751
"UKENNE_YW_TP000086",2022-01-17,NA,NA,409249,422391
"UKENNE_YW_TP000094",2022-01-17,NA,NA,418099,420701
"UKENNE_YW_TP000095",2022-01-17,3.898227482,3.92005289233333,516284,429068
"UKENNE_YW_TP000096",2022-01-17,NA,NA,408519,441231
"UKENNE_YW_TP000098",2022-01-17,4.616988962,3.982132824,434649,430711
"UKENNE_YW_TP000102",2022-01-17,NA,NA,437799,407001
"UKENNE_YW_TP000107",2022-01-17,4.710047959,4.456907676,426089,419971
"UKENNE_YW_TP000112",2022-01-17,NA,NA,439229,374651
"UKENNE_YW_TP000119",2022-01-17,NA,NA,460189,405981
"UKENNE_YW_TP000141",2022-01-17,NA,NA,443369,385781
"UKENNW_UU_TP000012",2022-01-17,NA,NA,321942,468543
"UKENNW_UU_TP000017",2022-01-17,5.253328663,5.35444848333333,332919,389491
"UKENNW_UU_TP000018",2022-01-17,NA,NA,360469,429411
"UKENNW_UU_TP000019",2022-01-17,NA,NA,376549,404691
"UKENNW_UU_TP000023",2022-01-17,5.237177117,5.43676169433333,334328,385183
"UKENNW_UU_TP000024",2022-01-17,NA,NA,382849,435121
"UKENNW_UU_TP000026",2022-01-17,NA,NA,380039,407811
"UKENNW_UU_TP000027",2022-01-17,NA,NA,338811,556534
"UKENNW_UU_TP000038",2022-01-17,NA,NA,366639,357111
"UKENNW_UU_TP000047",2022-01-17,NA,NA,342338,374328
"UKENNW_UU_TP000050",2022-01-17,5.319603685,5.24991841866667,333099,446501
"UKENNW_UU_TP000067",2022-01-17,NA,NA,393789,394841
"UKENNW_UU_TP000068",2022-01-17,5.110257659,5.41187501,375619,433371
"UKENNW_UU_TP000076",2022-01-17,NA,NA,345699,458711
"UKENNW_UU_TP000078",2022-01-17,NA,NA,365809,399001
"UKENNW_UU_TP000084",2022-01-17,NA,NA,389609,378201
"UKENNW_UU_TP000095",2022-01-17,NA,NA,324149,390251
"UKENNW_UU_TP000102",2022-01-17,NA,NA,345709,427931
"UKENNW_UU_TP000103",2022-01-17,NA,NA,388287,412525
"UKENNW_UU_TP000110",2022-01-17,4.398140481,4.61441384333333,333486,392845
"UKENNW_UU_TP000115",2022-01-17,NA,NA,353579,395921
"UKENNW_UU_TP000116",2022-01-17,NA,NA,386519,389821
"UKENNW_UU_TP000124",2022-01-17,NA,NA,358039,386891
"UKENNW_UU_TP000133",2022-01-17,NA,NA,348172,411615
"UKENSO_SW_TP000001",2022-01-17,5.479287146,5.02512243466667,438718,112480
"UKENSO_SW_TP000004",2022-01-17,NA,NA,470951,105443
"UKENSO_SW_TP000008",2022-01-17,NA,NA,456846,103242
"UKENSO_SW_TP000011",2022-01-17,NA,NA,438275,111125
"UKENSO_SW_TP000013",2022-01-17,NA,NA,446839,117931
"UKENSO_SW_TP000016",2022-01-17,4.394728495,4.558490801,460200,85191
"UKENSO_SW_TP000022",2022-01-17,NA,NA,633188,162889
"UKENSO_SW_TP000025",2022-01-17,NA,NA,582959,168491
"UKENSO_SW_TP000026",2022-01-17,NA,NA,601950,143308
"UKENSO_SW_TP000028",2022-01-17,NA,NA,628575,139968
"UKENSO_SW_TP000030",2022-01-17,NA,NA,571975,159382
"UKENSO_SW_TP000033",2022-01-17,NA,NA,616939,159720
"UKENSO_SW_TP000083",2022-01-17,5.507061918,5.270368182,517007,103642
"UKENSO_SW_TP000090",2022-01-17,NA,NA,499695,103145
"UKENSO_SW_TP000091",2022-01-17,4.748376919,5.069879226,576559,109381
"UKENSW_SWS_TP000002",2022-01-17,NA,NA,253327,134309
"UKENSW_SWS_TP000016",2022-01-17,3.777684695,5.100014816,242167,127655
"UKENSW_SWS_TP000024",2022-01-17,NA,NA,302457,80397
"UKENSW_SWS_TP000025",2022-01-17,NA,NA,182302,32206
"UKENSW_SWS_TP000051",2022-01-17,NA,NA,288249,72051
"UKENSW_SWS_TP000055",2022-01-17,NA,NA,206629,52671
"UKENSW_SWS_TP000058",2022-01-17,4.644855652,5.252247429,249776,54024
"UKENSW_SWS_TP000059",2022-01-17,NA,NA,252334,56403
"UKENSW_SWS_TP000064",2022-01-17,5.090215149,5.577372464,313655,90455
"UKENSW_SWS_TP000075",2022-01-17,NA,NA,289699,56301
"UKENSW_WXW_TP000004",2022-01-17,NA,NA,353294,179291
"UKENSW_WXW_TP000005",2022-01-17,NA,NA,369299,168221
"UKENSW_WXW_TP000038",2022-01-17,NA,NA,413049,95051
"UKENSW_WXW_TP000086",2022-01-17,NA,NA,328049,124551
"UKENSW_WXW_TP000100",2022-01-17,NA,NA,331469,156981
"UKENSW_WXW_TP000101",2022-01-17,NA,NA,366380,76721
"UKENTH_TWU_TP000010",2022-01-17,4.884533771,5.08146761766667,478989,214851
"UKENTH_TWU_TP000013",2022-01-17,NA,NA,467999,155201
"UKENTH_TWU_TP000014",2022-01-17,NA,NA,545469,181671
"UKENTH_TWU_TP000015",2022-01-17,NA,NA,529519,166319
"UKENTH_TWU_TP000021",2022-01-17,NA,NA,513709,201061
"UKENTH_TWU_TP000033",2022-01-17,NA,NA,485799,159501
"UKENTH_TWU_TP000050",2022-01-17,NA,NA,528799,140201
"UKENTH_TWU_TP000052",2022-01-17,3.088058227,3.63587964933333,549086,180831
"UKENTH_TWU_TP000054",2022-01-17,NA,NA,535659,193171
"UKENTH_TWU_TP000073",2022-01-17,NA,NA,500299,151601
"UKENTH_TWU_TP000084",2022-01-17,NA,NA,518999,168301
"UKENTH_TWU_TP000100",2022-01-17,NA,NA,487709,186961
"UKENTH_TWU_TP000102",2022-01-17,NA,NA,555599,176701
"UKENTH_TWU_TP000103",2022-01-17,NA,NA,512349,217841
"UKENTH_TWU_TP000106",2022-01-17,NA,NA,504199,191941
"UKENTH_TWU_TP000113",2022-01-17,NA,NA,515409,174721
"UKENTH_TWU_TP000116",2022-01-17,NA,NA,449859,166721
"UKENTH_TWU_TP000122",2022-01-17,NA,NA,471099,170701
"UKENTH_TWU_TP000125",2022-01-17,NA,NA,551499,181901
"UKENTH_TWU_TP000126",2022-01-17,NA,NA,539251,209766
"UKENTH_TWU_TP000133",2022-01-17,NA,NA,494299,179201
"UKENTH_TWU_TP000139",2022-01-17,NA,NA,412709,185801
"UKENTH_TWU_TP000155",2022-01-17,NA,NA,503199,157401
"UKENTH_TWU_TP000159",2022-01-17,NA,NA,454389,202231
"UKENAN_AW_TP000016",2022-01-24,4.935562603,4.04068122833333,508487,249332
"UKENAN_AW_TP000023",2022-01-24,4.034168371,4.87490010666667,535699,340996
"UKENAN_AW_TP000037",2022-01-24,4.45439103,4.342228845,493847,268578
"UKENAN_AW_TP000050",2022-01-24,4.730940126,5.62437267766667,547187,261751
"UKENAN_AW_TP000051",2022-01-24,5.760341207,5.49938108466667,502806,226864
"UKENAN_AW_TP000055",2022-01-24,5.481517276,5.09588209733333,573806,206725
"UKENAN_AW_TP000063",2022-01-24,4.663980974,4.25691177633333,602226,223615
"UKENAN_AW_TP000069",2022-01-24,3.423211066,3.25091397633333,488411,240500
"UKENAN_AW_TP000082",2022-01-24,4.968330215,5.099132736,560459,304206
"UKENAN_AW_TP000107",2022-01-24,4.274516404,4.161532864,481616,261993
"UKENAN_AW_TP000115",2022-01-24,5.342386146,5.44430248266667,651859,311135
"UKENAN_AW_TP000116",2022-01-24,4.544427807,4.58703014633333,526212,410959
"UKENAN_AW_TP000144",2022-01-24,5.068310527,4.58041598966667,617466,241968
"UKENAN_AW_TP000148",2022-01-24,6.009705256,5.859769236,614064,214273
"UKENAN_AW_TP000154",2022-01-24,6.484460331,5.68655333833333,560275,322372
"UKENAN_AW_TP000161",2022-01-24,4.757112006,4.732801614,499884,370410
"UKENAN_AW_TP000170",2022-01-24,6.290440071,5.837079107,653429,297861
"UKENAN_AW_TP000200",2022-01-24,3.785755351,4.58242474533333,627841,307418
"UKENAN_AW_TP000210",2022-01-24,3.46216354,3.42242898966667,521980,298342
"UKENAN_AW_TP000293",2022-01-24,4.359327965,4.04699391666667,545869,314163
"UKENAN_AW_TP000303",2022-01-24,6.060337374,5.35443476466667,573699,190651
"UKENAN_AW_TP000307",2022-01-24,4.522078411,4.59074061966667,587999,187601
"UKENAN_AW_TP000308",2022-01-24,4.550260043,4.30294907033333,565353,175767
"UKENMI_ST_TP000018",2022-01-24,5.176289786,5.21861167166667,389999,301651
"UKENMI_ST_TP000036",2022-01-24,5.844832673,5.81045596266667,395499,322271
"UKENMI_ST_TP000056",2022-01-24,3.500264013,4.08294395233333,426849,325511
"UKENMI_ST_TP000060",2022-01-24,4.202532683,4.82381485033333,370979,301401
"UKENMI_ST_TP000062",2022-01-24,5.043654161,4.78417155866667,419379,291391
"UKENMI_ST_TP000068",2022-01-24,4.490097959,4.65985463033333,433599,273701
"UKENMI_ST_TP000074",2022-01-24,4.050864484,4.93951359033333,439359,334491
"UKENMI_ST_TP000099",2022-01-24,5.060164665,5.083590302,380829,216121
"UKENMI_ST_TP000100",2022-01-24,5.36987049,5.03829811966667,402189,301921
"UKENMI_ST_TP000120",2022-01-24,4.768943702,5.25664117633333,382559,273751
"UKENMI_ST_TP000137",2022-01-24,5.541030384,5.07735005866667,453099,321301
"UKENMI_ST_TP000143",2022-01-24,5.188475583,5.70495253333333,454829,362421
